study.ID,action.name,synopsis,summary,simplifieddesign,year,country,continent,correct,corrected category
1490,Plant grass buffer strips/margins around arable or pasture fields,Farmland Conservation,"A replicated controlled trial in 2000-2002 in North Yorkshire, UK (Carvell et al. 2004) found 6 m-wide field margin plots sown with a ‘tussocky grass’ seed mix supported no more bumblebees Bombus spp. than conventionally cropped field margins. The study was carried out on three arable field margins of one farm. Each margin was split into five 72 m x 6 m plots and each plot subjected to one of five treatments: naturally regenerated, sown tussocky grass mix, sown grass and wildflower mix, split treatment of 3 m tussocky grass and 3 m grass and wildflower mix, or cropped to the edge. Bumblebee activity was surveyed using a standard ‘bee walk’ methodology. This study was carried out at the same experimental site as Telfer et al. 2000, Shore et al. 2005.",Control-Impact,2004,United Kingdom,Europe,Yes,NA
6144,Other biodiversity: Exclude grazers,Mediterranean Farmland,"A replicated, randomized, controlled study in 2006–2010 in alpine meadows in central California, USA, found no difference in non-woody plant cover in pools in meadows from which cattle were excluded, compared to pools in grazed meadows. Plants: There was no difference in the cover of non-woody plants in pools in ungrazed meadows, compared to grazed meadows (56–80% cover). Methods: Nine meadows were studied, with cattle completely excluded from three meadows in 2006–2008 and excluded from Yosemite toad Bufo canorus breeding habitat in three meadows. The other three meadows were grazed over summer. All meadows had previously been grazed for at least a decade before the study. Plant cover was measured each summer in transects across the pools. ",RCT,2012,United States,North America,Yes,NA
3777,Provide supplementary food through the establishment of food populations,Bird Conservation,"A small replicated study over the winters of 1964-1968 in 2 fenced experimental fields (39 ha each) within a coastal wildlife refuge in Texas, USA (Shields &amp; Benham 1969), found that whooping cranes Grus Americana preferred supplemented grains and seeds to planted crops during periods of low food availability.  On average, 164 and 100 whooping crane use-days were observed for planted crops from October-December and January-April respectively, whereas the average use-days over the same periods for spread grain were 390 and 524 (3607 use-days over the study period in total). Whooping cranes significantly preferred hegari Sorghum vulgare, corn and wheat. Whooping cranes preferentially fed along the tidal flats in good weather. However, the crops (especially wheat, corn, legumes, peanuts and peas) were extensively used by sandhill cranes Grus canadensis, snow geese Chen hyperboreanI and Canada geese Branta canadensis (181 000 goose and 233 000 crane use-days in total from 1964-1967). ",After,1969,United States,North America,Yes,NA
8933,Restore/create freshwater marshes or swamps (specific action unclear),Marsh and Swamp Conservation,"A replicated study in 2009 of four created freshwater marshes in Virginia, USA (Dee et al. 2012) reported that they contained wetland vegetation after 3–10 years. In all four marshes, the overall plant community was characteristic of wetland conditions (data reported as a wetland indicator index). There were 4–5 plant species/m2 and 19–27 plant species/marsh. Of these, 70–84% were wetland-characteristic and 20–26% had been sown. Overall vegetation cover was 99–106%, including 24–65% sown species and 1–26% non-native. Above-ground vegetation biomass was 770–1,830 g/m2. Most tested metrics did not significantly differ between wetlands of different ages: overall cover, sown cover, species richness and diversity, and vegetation quality. However, older wetlands did have a plant community characteristic of slightly drier conditions, and the oldest wetland supported the lowest vegetation biomass (see original paper for data). Methods: The four wetlands were created between 1999 and 2006 (details not reported, except that some herb seeds were sown). Vegetation was surveyed in August or September 2009 (16–32 quadrats/marsh). Plant species and their cover were recorded across the whole of each 1-m2 quadrat. All standing vegetation was cut from 0.25 m2 subquadrats, then dried and weighed.",After,2012,United States,North America,Yes,NA
5787,Thin trees within forests: effects on mature trees,Forest Conservation,"A replicated, paired sites study in 2005 in Mediterranean type woodland in Oregon, USA (Perchemlides, Muir &amp; Hosten 2008) found that thinning decreased woody canopy cover. Cover of trees and shrubs &gt;0.3 m tall was higher in unthinned (97%) than thinned (25%) transects. Data was collected in 2005 using 30 pairs of thinned (for fuel reduction between May 1998 and June 2001) and unthinned transects (50 m). Tree cover was measured in five plots (3 m2) along each transect. ",Control-Impact,2008,United States,North America,Yes,NA
7991,Use target species distress calls or signals to deter crop damage by mammals to reduce human-wildlife conflict,Terrestrial Mammal Conservation,"A replicated, randomized, controlled study (year not stated) in a protected area containing forest, grassland, and wetland in Sri Lanka (Wijayagunawardane et al. 2016) found that playing recordings of elephant family groups to Asian elephants Elephas maximus led to more elephants fleeing the area compared to playing of other sounds. After playing the sound of elephant family groups, 11 of 17 elephants (65%) fled, compared to three of 31 (10%) when other sounds were played. Randomly selected elephants in the protected area were provided with a sugarcane, banana and palm frond mixture. Speakers were placed approximately 15 m from elephants. Sounds were played in a random order for one minute each, with a five-minute interval between sounds. Sounds played were: elephant group vocalizations (17 occasions), Sri Lankan hornets Vespa affinis affinis (12 occasions), lone female elephant vocalizations (8 occasions) and a chainsaw (11 occasions). Behaviour of animals was recorded during and after each playback.",RCT,2016,Sri Lanka,Asia,Yes,NA
8697,Train tourist guides to minimize disturbance and promote marine and freshwater mammal conservation,Marine and Freshwater Mammal Conservation,"A before-and-after study in 2002–2011 at a glacial lake in the Kenai Fjords, Alaska (Hoover-Miller et al. 2013) reported that after training was provided to kayak guides, fewer harbour seals Phoca vitulina were disturbed in the presence of kayaks than before training. Results are not based on assessments of statistical significance. Numbers of seal disturbances (seals moving from the ice into the water) each year during kayak excursions were lower after training was provided to guides (total 0–9 disturbances; 0–0.02 disturbances/hour) than before (total 0–30 disturbances; 0–0.05 disturbances/hour). Training was provided to tourist guides in 2006 to operate kayaks more carefully around seals (details reported in Jezierski 2009). Voluntary guidelines for viewing marine mammals from vessels were introduced in 2000, and multiple outreach activities took place in 2002–2011 (public presentations, workshops etc.). Remote-controlled video cameras recorded seal disturbances during kayak excursions in May–September 2002–2011. Observations were made during 81–92 days in each of four years before training (2002–2005) and during 70–92 days in each of six years after training (2006–2011).Jezierski, C. M. (2009) The impact of sea kayak tourism and recreation on harbor seal behavior in Kenai Fjords National Park: integrating research with outreach, education, and tourism. Thesis, University of Alaska, USA.",Before-After,2013,United States,North America,Yes,NA
12786,Release wild-caught captive-reared eels to re-establish or boost native populations ('head-starting'),Eel Conservation in Inland Habitats,"A controlled study in 2016–2019 in four rivers in Japan (Wakiya et al. 2022) found that wild-caught captive-reared Japanese eels Anguilla japonica decreased in density, grew less and travelled more than naturally occurring wild eels during two years after release. Overall, average density of wild-caught captive-reared eels declined from 251 eels/ha (average biomass: 7,449 g/ha) at the time of release to 86 eels/ha (average biomass: 2,993 g/ha) three months after release, and 13–14 eels/ha (average biomass: 671–919 g/ha) 6–24 months after release. For wild eels, average density and biomass did not differ significantly over the same two years (overall 0–112 eels/ha, biomass data not reported). Captive-reared eels had lower average daily growth rates (0.04 g/day) and travelled further from release points (500 m upstream to 3,400 m downstream) than captured and tagged wild eels (0.13 g/day, 200 m upstream to 200 m downstream). In June 2017, a total of 1,940 captive-reared eels (wild-caught and reared at an eel farm for six months) were tagged and released at 10 sites in each of four rivers. Wild eels were captured and tagged at the same sites. Captive-reared (total 34 eels) and wild eels (total 26 eels) were recaptured by electrofishing three, six and 24 months after release. Fishing efficiency was used to estimate eel density and biomass.",Control-Impact,2022,Japan,Asia,Yes,NA
2413,Release captive-bred individuals into the wild to restore or augment wild populations of wildfowl,Bird Conservation,"A before-and-after study from the Aleutian Islands, Alaska, USA on the cackling goose Branta hutchinsii recovery programme (USFWS 2001) found that the goose population increased from fewer than 1,000 birds in the 1970s to over 6,000 by 1991, following the release of captive-bred birds and the eradication of Arctic foxes Alopex lagopus from breeding islands (see ‘Predator control on islands’). The authors note, however, that the release of captive-bred geese was not very successful overall. Release techniques are discussed in ‘Release birds as adults or sub-adults, not juveniles’ and ‘Clip birds’ wings on release’. ",Before-After,2001,United States,North America,Yes,NA
7438,Use taste-aversion to reduce predation of livestock by mammals to deter human-wildlife conflict,Terrestrial Mammal Conservation,"A replicated, randomized, controlled, before-and-after study in 1978 on pastures in four areas in Alberta, Canada (Bourne 1982) found that lacing sheep meat baits with lithium chloride did not induce taste-aversive in coyotes Canis latrans against taking lambs. Average lamb predation rates on farms where baits were laced with lithium chloride (which causes gastrointestinal discomfort) (5.7/farm) did not significantly differ from those on farms without baits (7.5/farm). Over each of the previous two years, there was also no difference in predation rates between treatment farms (7.4 and 9.4/farm respectively) and control farms (6.1 and 9.5/farm respectively). Four areas were studied, with five to eight sheep farms (≥8 km apart) in each. Half of farms had lithium chloride baits, half had baits without lithium chloride. Six to 10 baits (sheep meat, wrapped in sheep hide) were placed on each treatment farm in April 1978. Baits were replaced at least every three weeks. Baiting continued to September (to July on two farms). Few baits were consumed in one area, so predation data there were excluded from analyses. Predation rates were supplied by farmers for 1976–1978. Lethal control of coyotes was carried out when predation was confirmed.",RCT,1982,Canada,North America,Yes,NA
717,Provide supplementary food through the establishment of food populations,Bird Conservation,"A study in a small (1.4 ha) artificial lake in central Sweden between 1978 and 1980 (Andersson &amp; Danell 1982) added wheat straw and hay to the lake in an attempt to boost macroinvertebrate biomass and wildfowl numbers. However, the number of wildfowl did not appear to be affected by the addition and there was little change in invertebrate biomass. The authors suggest that high populations of invertebrate predators were responsible for the lack of change. ",After,1982,Sweden,Europe,Yes,NA
7034,Restore biogenic habitats (other methods) - Restore oyster reefs,Subtidal Benthic Invertebrate Conservation,"A replicated, controlled study (year unspecified) of 10 soft seabed sites in the Gulf of Mexico, Texas, USA (George et al. 2015) found that the effect of restoring reefs of eastern oyster Crassostrea virginica on oysters and reef-associated mobile decapod invertebrates and fish depended on the material used for restoration. Average oyster spat abundance was similar on all types of restoration material used (840–1,390 spat/m2) and higher than at unrestored sediment (0 spat/m2). Average spat size was higher on concrete, river rock and oyster shell (15.5–15.8 mm) than on limestone (13.2 mm) and porcelain (11.8 mm). The community composition of combined mobile decapod invertebrates and fish was similar on all types of restoration material used (community data reported as graphical analyses). Average abundance of mobile decapod invertebrates and fish was similar on all types of restoration material used (310–550 individual/m2) and higher than on unrestored sediment (4.5 individual/m2). Diversity was higher on any restoration material than on unrestored sediment (data reported as a diversity index). Between restoration materials, diversity was higher on porcelain and oyster shell than concrete, which were all higher than on river rock and limestone. Five trays (0.75 m2) were deployed at each of 10 sites and filled with one of five types of restoration material (concrete, porcelain, limestone, river rock, oyster shell). After four months, all trays and one bare (unrestored) sediment patch were collected using a 1 m2 grab with a 1.6 mm mesh. One 0.09 m2 quadrat was deployed on each tray. Eastern oyster spat were counted in grab and quadrat samples. The shell height of up to 20 spat/tray was measured using callipers. Mobile decapod invertebrates and fish were identified and counted.",Control-Impact,2015,United States,North America,Yes,NA
11641,Replant native vegetation,Butterfly and Moth Conservation,"A replicated, site comparison study in 2003–2012 in southern Ecuador (Adams &amp; Fiedler, 2015) found that native trees planted within pine plantations had a higher moth and butterfly species richness than native trees planted in pasture, but not than native trees planted in shrubland. Seven to eight years after planting, the species richness of moths and butterflies in native tree saplings planted in pine plantations (52 species) was higher than in saplings planted in abandoned pasture (24 species). The species richness in saplings planted in secondary shrubland (35) was not statistically different from pine plantations or pasture. However, all three restoration sites contained fewer species than naturally regenerating saplings in pristine rainforest (81 species). The community composition was similar between saplings in pasture and shrubland, but these communities were a subset of those in pine and natural forest. In 2003–2004, saplings were planted in randomly distributed plots in three habitats: recently abandoned pasture, secondary shrubland, and a 25–30-year-old pine plantation. Plots were 4.0 × 4.0 m (pine) or 10.8 × 10.8 m (pasture and shrub), and contained nine or 25 saplings planted 1.8 m apart. Saplings of Andean cedar Cedrela montana, golden trumpet-tree Tabebuia chrysantha and majaguillo Heliocarpus americanus were raised from locally collected seeds. From October 2010–May 2011 and October 2011–April 2012, between 26 and 47 healthy saplings with at least 15 leaves were sampled in each habitat. Insects were sampled on each sapling five times/year, by visual searching and beating onto a 1 × 1 m2 sheet. The search time and number of hits were determined based on the leaf area of the sapling (see paper for details).",Control-Impact,2015,Ecuador,South America,Yes,NA
3351,Provide supplementary food for nectar-feeding songbirds to increase adult survival,Bird Conservation,"A randomised and replicated ex situ choice experiment in South Africa (Downs &amp; Perrin 1996) found that three species of nectarivorous African songbirds (Gurney’s sugarbird Promerops gurneyi, malachite sunbirds Nectarinia famosa and amethyst sunbird N. amethystina ) all preferentially consumed sucrose over glucose or fructose when all were offered at low concentrations (0.25 moles/litre), but there were no such preferences when birds were offered higher concentrations (of 0.73 moles/litre). No species preferentially consumed higher concentrations of sucrose when give the choice of high (0.73 moles/litre), medium (0.5 moles/litre) or low (0.25 moles/litre) sucrose solutions. All solutions were provided in 125 ml feeders. A total of five malachite and seven amethyst sunbirds and five sugarbirds were tested. ",After,1996,South Africa,Africa,No,RCT
3834,Artificially incubate and hand-rear raptors in captivity,Bird Conservation,"A small study in a breeding centre in New York, USA, in 1977 and 1980 (Oliphant 1988) found that hand-reared chicks from five pairs of peregrine falcons Falco peregrinus and one pair of gyrfalcons F. rusticolus were twice as heavy at ten days old in 1980, when saline solution was added to their food, compared with 1977, when no saline was added. This was a significant difference, despite the small sample size. The authors note that food supply was not strictly controlled and no monitoring of chick health and survival was performed after day ten, therefore it is not certain whether the saline caused the increase in weight. Chicks were hand-raised on ground common quail Coturnix coturnix with or without 0.9% saline added. The amount of saline was not measured, but it increased the water content of the food to 73% from 68%. ",After,1988,United States,North America,Yes,NA
5213,Combine trap and repellent crops in a push-pull system,Natural Pest Control,"A randomised, controlled trial in 2002-2003 in Potchefstroom, South Africa (Midega et al. 2007) found fewer pest spotted maize beetles Astylus atromaculatus in push-pull cropping systems of maize Zea mays, silverleaf desmodium Desmodium uncinatum and Napier grass Pennisetum purpureum (45-252 spotted maize beetles/plot) than in maize monocultures (453-649 beetles). The same effect occurred with Bacillus thuringiensis maize or conventional maize varieties. A greenhouse study found fewer spotted maize beetle catches in baited traps containing silverleaf desmodium (12% of captures) than baited control traps (27%), although similar tests in sorghum Sorghum bicolor fields found no effect of desmodium on beetle captures. Two push-pull plots (with different maize varieties) were compared with two monoculture controls. Push-pull plots comprised silverleaf desmodium planted between maize rows and Napier grass along plot margins. Plots were 38 x 35 m. Spotted maize beetles were counted on every maize plant in six 5 x 5 m areas/plot. In the greenhouse study, yellow water traps containing 2-phenylethanol lures were placed in cages with either a potted desmodium plant or a pot without desmodium. One hundred beetles were released in each cage and captures were monitored after 24 hours.",RCT,2007,South Africa,Africa,Yes,NA
10433,Disturb soil/sediment surface,Reptile Conservation,"A randomized study in 2006 and 2008 in wetlands in New York, USA (Dowling et al. 2010) found that female Blanding’s turtles Emydoidea blandingii preferred nesting in plots where soil was disturbed by tilling compared to weeded or mown plots. In 2006, nine of 10 monitored female turtles nested, of which seven nested in tilled plots and two in mowed plots. In 2008, six turtles nested, of which four nested in tilled plots, one in a weeded plot and one off the treatment plots. Two turtles nested in the same physical plot each year, in spite of a change in management. In 2006, thread trailing revealed that all female turtles explored or had been placed on each plot type before choosing where to nest. Eight sites around the edge of a fenced 12 ha wetland were monitored for turtle nesting activity. Each site contained three plots (5 x 7 m) with one of three managements randomly applied in 2006 and 2008: tilled to a depth of 15 cm (24 total plots), mowed to 5 cm height or 90% hand-weeded. Nesting activity was monitored by visual searches and radio tracking or by attaching a bobbin and thread to female turtles in May and June 2006 and 2008 (10 total turtles monitored). ",RCT,2010,United States,North America,Yes,NA
8589,Fit a size-sorting escape grid (rigid or flexible) to trawl nets and use a square mesh instead of a diamond mesh codend,Marine Fish Conservation,"A replicated, paired, controlled study in 2002–2006 of two seabed areas in the Skagerrak and Kattegat off Sweden/Denmark (Valentinsson &amp; Ulmestrand 2008) found that prawn trawl nets fitted with size-sorting escape grids (two types) and a square mesh instead of a diamond mesh codend, reduced the discarded catches of four of five fish species compared to a standard trawl net with no grid and a diamond mesh codend. Average discarded catch rates of cod Gadus morhua, whiting Merlangius merlangus, haddock Melanogrammus aeglefinus and plaice Pleuronectes platessa were lower in trawl nets with a grid and square mesh codend for two of two grids (all species, with: 0.4–18.8 kg/tow, without: 2.5–67.4 kg/tow), and hake Merluccius merluccius was lower for the flatfish grid (with: 3.3 kg/tow, without: 9.3 kg/tow), and similar for the Nordmøre grid (with: 0.0 kg/tow, without: 0.3 kg/tow). In addition, the weight of undersized and marketable target catch of Nephrops norvegicus was lower for one of two grids (flatfish grid) and similar for the other. Data were collected from two trials on commercial Nephrops fishing grounds in Skagerrak/Kattegat in November 2002 and June 2006. A total of 17 paired deployments were made by two twin-rig vessels towing two nets simultaneously: one net fitted with either a 35 mm rigid grid (Nordmøre) or a ‘flatfish’ grid (horizontal bars) and a 70 mm square mesh codend, and one net with either a 70 or 90 mm diamond mesh codend (see paper for gear specifications). All catches were sorted and weighed.",Control-Impact,2008,Sweden,Europe,Yes,NA
3368,"Manage hedgerows to benefit wildlife (e.g. no spray, gap-filling and laying)",Butterfly and Moth Conservation,"A replicated, site comparison study in 1979 on a farm in Hampshire, UK (Sotherton et al. 1981) found that regularly cut and uncut hedges had a lower abundance of caterpillars than patchy, remnant hedges. In regularly cut hedges, the abundance of caterpillars (7 individuals/hedge) was similar to uncut hedges (4 individuals/hedge), and both were lower than in remnant hedges (18 individuals/hedge). Three hedges (primarily containing hawthorn Crataegus monogyna, dog rose Rosa canina and blackthorn Prunus spinosa) in each of three management categories were selected. Cut hedges (2.0–2.1 m wide, 1.7–2.2 m high) were regularly managed, and last cut around eight months before sampling. Uncut hedges (2.6–2.9 m wide, 8.0–9.0 m high) had not been cut for &gt;5 years, but remained stock-proof. Remnant hedges (2.5–3.0 m wide, 6.0–7.5 m high) consisted of individual trees and bushes along a field edge. In July 1979, caterpillars were sampled in three locations on each side of each hedge using a beating tray.",Control-Impact,1981,United Kingdom,Europe,Yes,NA
6873,Pay farmers to cover the costs of conservation measures (e.g. agri-environment schemes),Bat Conservation,"A replicated, site comparison study in 2008 of 18 paired pasture fields in Devon, UK (MacDonald et al 2012) found that fields under agri-environment scheme management had similar bat activity as fields under conventional management. There was no significant difference in the overall number of bat passes recorded over agri-environment scheme fields (average 3 passes/night) and conventionally managed fields (1 pass/night). Seven bat species were recorded in total (see original paper for data for individual species). Paired agri-environment scheme fields and conventionally managed fields were matched where possible by topography, size and landscape context. Agri-environment scheme fields were managed with no pesticide or fertiliser inputs. Conventionally managed fields had no management restrictions. Bat activity was recorded using bat detectors at each pair of fields for 1–2 full nights in May, July, or August 2008.",Control-Impact,2012,United Kingdom,Europe,Yes,NA
9662,Transplant or seed organisms onto subtidal artificial structures,Biodiversity of Marine Artificial Structures," A replicated, paired sites, controlled study in 2008 on eight subtidal pontoons in the Delaware Inland Bays, USA (Marenghi &amp; Ozbay 2010) found that 29–89% of oysters Crassostrea virginica transplanted onto floats attached to the pontoons survived and grew, regardless of cleaning frequency, and that transplanting oysters increased the invertebrate and fish species richness and diversity on and around floats, but had mixed effects on abundances, depending on the species. Over four months, transplanted oyster survival (29–89%) and growth (5–25 mm) was similar on floats cleaned every two or four weeks. In total, 23 mobile invertebrate and fish species were recorded on and around floats with transplanted oysters and 17 on and around floats without, while 11 non-mobile invertebrate species were recorded on transplanted oyster shells. Average mobile invertebrate and fish species diversity (reported as Simpson’s and Evenness indices) and richness was higher on and around floats with transplanted oysters (8–10 species/float) than without (4–7/float), and their combined abundance was similar (data not reported), although abundances varied by species (see paper for results). Oysters supported on average seven non-mobile invertebrate species/float. Mobile invertebrate and fish community composition differed on and around floats with and without oysters (data reported as statistical model results). Oyster recruits were seen on transplanted oysters. Hatchery-reared oysters (61 mm average length) were transplanted into wire baskets (25 mm mesh size) submerged 0.2 m beneath plastic floats (1.0 × 0.7 × 0.3 m) and attached to pontoons. One float with oysters (6 l) and one without were attached to each of eight pontoons in June 2008. Floats were cleaned every two weeks on four pontoons and every four weeks on four. Oyster survival and growth was monitored, non-mobile invertebrates on oyster shells were counted, and mobile invertebrates and fishes on and around floats were netted (3 mm mesh size) and counted over four months.",Control-Impact,2010,United States,North America,Yes,NA
8992,Remove surface soil/sediment: freshwater marshes,Marsh and Swamp Conservation,"A replicated, site comparison study in 2007–2008 in an overgrown floodplain wetland in central Japan (Ishii et al. 2011) found that some plots stripped of topsoil and vegetation were colonized by new marsh vegetation, and that these plots contained more plant species over two growing seasons than adjacent unstripped land. Unless specified, results summarized for this study are not based on assessments of statistical significance. Vegetation colonized shallow-stripped plots (flooded 22–57 days/year) but not deeper stripped plots (flooded 215 days/year). Over the first two growing seasons, the stripped plots contained more plant species (102) than adjacent unstripped land (66). Sixty-five species only occurred in the stripped plots. The stripped plots also contained more plant species characteristic of wetlands/wet disturbed floodplains (stripped: 37; unstripped: 8), but a statistically similar number of alien plant species (stripped: 9; unstripped: 3). After two growing seasons, the shallow-stripped plots contained 0.7–11.1 plant species/m2 (including 0.3–2.2 wetland-characteristic), 7–167 plants/m2 (including 0.8–11.3 wetland-characteristic) and &lt;5–33% vegetation cover. Invasive goldenrod Solidago altissima was absent from all stripped plots. Methods: In spring 2007, topsoil and vegetation were removed from ten 70-m2 plots on a goldenrod-invaded floodplain (two plots for each of five stripping depths; 1.5–2.7 m of topsoil removed). Vascular plants were surveyed between spring and autumn 2007 and 2008. All species were recorded in the stripped plots, plus cover and density in nine 1-m2 quadrats/plot/survey. Species were also recorded along transects in unstripped land within 50 m of stripped plots.",Control-Impact,2011,Japan,Asia,Yes,NA
1065,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,"A replicated, controlled, randomized site comparison study in 2005 of Countryside Stewardship scheme field margin options across England (Walker et al. 2007b), (same study as (Walker et al. 2007a)) found that arable plant species diversity was higher in no-fertilizer conservation headlands (4.1 species) and spring fallow (4.3) than in fertilized conservation headlands (2.4 species, reduced pesticide use) and cereal crop controls (1.4). A total of 39 randomly selected 20 x 20 km squares throughout England were visited to sample four Countryside Stewardship scheme options: uncropped margins, spring fallow and conservation headlands with and without fertilizer. A conventionally managed cereal crop (control) was also sampled at each of the farms visited. A total of 195 field margin agreements were surveyed during June and July 2005. All plant species and 86 rare arable plants were investigated. ",RCT,2007,United Kingdom,Europe,Yes,NA
1340,Use prescribed burning on shrublands,Bird Conservation,"A before-and-after study in Artemisia spp. sagebrush habitat around the Idaho National Engineering Laboratory, Idaho, USA (Winter &amp; Best 1985), found that in 1982 all 34 sage sparrow Amphispiza belli nests found were within sagebrush plants. In 1983, after a prescribed burn created a mosaic of burned and unburned patches, 23 of 29 nests (79%) were within sagebrush but six were in atypical locations: five on the ground under small plants and one within a grass clump. ",Before-After,1985,United States,North America,Yes,NA
8936,Exclude or remove livestock from historically grazed brackish/salt marshes,Marsh and Swamp Conservation,"A paired, site comparison study in 2010 in a salt marsh near Buenos Aires, Argentina (Di Bella et al. 2014) found that excluding livestock (along with legal protection) affected the plant community composition and species richness, with the effect depending on elevation, but did not significantly affect plant diversity. At high and medium (but not low) elevation, an exclusion area contained a significantly different plant community to a grazed area (data reported as a graphical analysis). This included greater relative cover of dominant denseflower cordgrass Spartina densiflora at the highest elevation (exclusion: 34%; grazed: 20%) and less relative cover of sea asparagus Sarcocornia perennis at the moderate elevation (exclusion: 9%; grazed: 29%). The exclusion area contained more plant species at the low and medium elevations (exclusion: 5–12; grazed: 3–9 species/transect) but fewer plant species at high elevation (exclusion: 28; grazed: 16 species/transect). At all elevations, plant diversity was statistically similar in exclusion and grazed areas (data reported as a diversity index). Methods: In spring 2010, vegetation was surveyed at six sites: three in a protected area from which cattle had been excluded for 30 years, and three in an adjacent grazed area (0.6 cattle/ha). Historically, all sites had been grazed at “very low” intensity. Note that this study evaluates the combined effect of excluding livestock and general legal protection. The sites were at high, medium or low elevation (i.e. flooded by tides twice yearly, twice monthly or twice daily). At each site, plant species and their cover were recorded along three 10-m-long transects.",Control-Impact,2014,Argentina,South America,Yes,NA
2541,Leave uncut rye grass in silage fields for birds,Bird Conservation,"A replicated, controlled study of four silage fields on separate dairy farms in England (Buckingham &amp; Peach 2006) found that numbers of yellowhammer Emberiza citrinella, reed bunting Emberiza schoeniclus, wren Troglodytes troglodytes, song thrush Turdus philomelos and skylark  Alauda arvensis were higher in plots left to set seed compared to mown plots, and in ungrazed seeded plots compared to grazed seeded plots. Significantly higher numbers of yellowhammer were observed in seeded plots (458 birds seen) compared to mown (one bird) and in ungrazed seeded plots (423) than grazed seeded plots (35).  Reed buntings showed a similar response (seeded ungrazed: 160; grazed: 29; mown ungrazed: 3; grazed: 0).  As did wren (seeded ungrazed: 22, grazed: 1; mown ungrazed: 2, grazed: 0) and song thrush (seeded ungrazed: 7, grazed: 3; mown ungrazed: 4, grazed: 0).  There were more skylark in seeded than mown plots (18 vs. 0), and more in grazed (17) than ungrazed seeded plots (1).  Two of four plots (0.5 ha) in each field were left uncut when the third silage cut was taken in July-August 2002 so that the grass set seed.  One mown and one seeded plot was grazed by cattle until October, cattle were excluded from the other two plots.  Numbers and species of birds using each plot were recorded over eight one hour periods between November 2002 and February 2003. ",Control-Impact,2006,United Kingdom,Europe,Yes,NA
2541,Leave uncut strips of rye grass on silage fields,Farmland Conservation,"A replicated, controlled study of four silage fields on separate dairy farms in England (Buckingham &amp; Peach 2006) found that numbers of yellowhammer Emberiza citrinella, reed bunting Emberiza schoeniclus, winter wren Troglodytes troglodytes, song thrush Turdus philomelos and Eurasian skylark Alauda arvensis were higher in plots left to set seed compared to mown plots, and in ungrazed seeded plots compared to grazed seeded plots. Significantly higher numbers of yellowhammer were observed in seeded plots (458 birds seen) compared to mown (one bird) and in ungrazed seeded plots (423) than grazed seeded plots (35). Reed bunting showed a similar response (seeded ungrazed: 160, grazed: 29; mown ungrazed: 3, grazed: 0). As did wren (seeded ungrazed: 22, grazed: 1; mown ungrazed: 2, grazed: 0) and song thrush (seeded ungrazed: 7, grazed: 3; mown ungrazed: 4, grazed: 0). There were more skylark in seeded than mown plots (18 vs 0), and more in grazed (17) than ungrazed seeded plots (1). Two of four plots (0.5 ha) in each field were left uncut when the third silage cut was taken in July-August 2002 so that the grass set seed. One mown and one seeded plot was grazed by cattle until October, cattle were excluded from the other two plots. Numbers and species of birds using each plot were recorded over eight 1 hour periods between November 2002 and February 2003. ",Control-Impact,2006,United Kingdom,Europe,Yes,NA
3850,"Provide owl nest boxes (Tawny owl, Barn owl)",Farmland Conservation,"A study of 200 barn owl Tyto alba nest boxes over 10 years in the east of the Netherlands (de Bruin 1994) found that with increasing availability of boxes, over 90% of broods in the area became established in boxes and populations increased. Occupancy rates were 32% in Liemers and 36% in Achterhoek, although boxes were occupied significantly less frequently in Liemers (2.8 vs 4.5 years). Between 1967-1975, less than 25% of the barn owl broods in the area were in nest boxes, but with increasing availability, in 1976-1984 over 75% of broods and in 1985-1993 over 90% of broods were in boxes. The number of fledged young was significantly higher in nest boxes (3.4) compared to natural nest sites (2.5). In Leimers there was a significant decline in the breeding population from the early 1960s (7-20 breeding pairs/100 km²) to the end of the 1970s (2-3), the population then stabilized in the 1980s and increased in the 1990s (11-13). In Achterhoek, the population also decreased in the 1960s (to 3-5), but then increased from the 1970s (1976-1982: 5-8) through to the 1990s with increasing availability of nest boxes. In 1967-1984, 75 nest boxes were put up in suitable buildings in Liemers and 135 in Achterhoek. Boxes were surveyed in 1967-1993. Landscape structure and habitats differed in Liemers (350 km²) and Achterhoek (550 km²), which were either side of a river. ",After,1994,The Netherlands,Europe,Yes,NA
6925,Create artificial water sources,Bat Conservation,"A replicated, site comparison study in 2005 of 33 natural and artificial water sources in the Negev Desert, Israel (Korine et al 2015) found that artificial water sources had similar or higher activity for eight of 12 bat species than natural water sources. Six bat species had higher activity at artificial water sources (average 6–71 bat passes/night) than natural water sources (average 1–20 bat passes/night). The activity of two bat species was similar at artificial (average 39–208 bat passes/night) and natural water sources (average 38–189 bat passes/night). Three bat species had lower activity at artificial water sources (average 0.5–2 bat passes/night) than natural water sources (average 11–19 bat passes/night). One bat species was recorded only at natural water sources (0.4 bat passes/night). See original paper for data for individual species. Surveys were carried out at 17 artificial water sources (water reservoirs or waste water treatment pools) and 16 natural water sources (natural springs and pools). At each of 33 sites, one bat detector recorded bat activity at the waters edge for one full night in May–June 2005.",Control-Impact,2015,Israel,Asia,Yes,NA
